fighter,KD,SIG_STR_pct,TD_pct,SUB_ATT,REV,SIG_STR_att,SIG_STR_landed,TOTAL_STR_att,TOTAL_STR_landed,TD_att,TD_landed,p4p_score
Omar Morales,0.0599043212074344,0.03844827586206896,0.07127496159754225,0.0010001458688749883,0.0,0.03600439283418923,0.02865179073692106,0.018647829848710686,0.016979460168425616,0.003026987600291758,0.004708355228586442,0.2786465209530453
Pingyuan Liu,0.022623646162910988,0.04122844827586206,0.0608294930875576,0.03027811622565396,0.021875000000000002,0.03260993005160332,0.02749390586911682,0.016815000094336827,0.016382501357866043,0.00462253829321663,0.0038745839901909262,0.2786331634083152
Ricky Simon,0.028888655869563264,0.04562297952586206,0.04628009792626728,0.007614889787549759,0.012402343750000001,0.031113932896961835,0.028318371460716293,0.014671195732741081,0.013950181204263952,0.025366691739606123,0.024288951655281138,0.2785182915488128
Johny Hendricks,0.03974815223808062,0.059941514442706935,0.03577398175358223,0.006790799730602719,0.0,0.03105661745142262,0.03312344281954634,0.01651152891468627,0.01975678292318424,0.016724627249263484,0.019016247738915984,0.2784436952619915
Michael Bisping,0.039747481565793684,0.04226878018338814,0.03156721485443455,0.007324030461198715,0.0034482758235314798,0.051390169067966285,0.04472680740530584,0.0236223447824242,0.021004952555984526,0.00652188005820136,0.006792503614757047,0.2784144403729858
Mike Perry,0.08907749912275832,0.059148231844596666,0.030501028637261358,8.02741594398635e-05,0.0,0.030579481060805276,0.03456648274055075,0.0136298296844876,0.015248475648662269,0.002532651805251641,0.002648121387283237,0.278012076091097
Brandon Royval,0.04010379670245931,0.05499999999999999,0.07127496159754225,0.028599425558003978,0.025,0.015238267576016621,0.01785111569473092,0.00783772808173702,0.009264915539655787,0.003026987600291758,0.004708355228586442,0.277905553579024
Grant Dawson,0.0010047287250003918,0.05608620689655173,0.05293271889400922,0.02319021893659369,0.0,0.02961481583167458,0.03167072942058879,0.017686133295239225,0.02113392039066362,0.021892778993435447,0.022634436854090032,0.27784668823784675
Rose Namajunas,0.027542838969615735,0.0485197332974138,0.05860999423963134,0.015326344585228892,0.004687500000000001,0.03587819244856827,0.034741116632289515,0.016248911757333343,0.015278845056901226,0.009284737417943107,0.011227404098791381,0.2773456185037166
Jose Quinonez,0.03597868743058949,0.05018318965517241,0.05334466205837173,0.015908524912725493,0.011067708333333334,0.02904629878066959,0.029929995624726542,0.013454213247346067,0.013559702537848252,0.011887612448334549,0.012941846207742162,0.2773024412368596
TJ Grant,0.016551652471551305,0.05823514645376176,0.04637535347716799,0.010279938997596091,0.026695667613636367,0.027583186744804356,0.034293549596849805,0.015897788867323463,0.021575364647449576,0.009503291600358066,0.010158660965938949,0.2771496014364377
Ricco Rodriguez,0.0006845151754941832,0.06965825123152711,0.05857998683344306,0.020740078800926116,0.02098214285714286,0.015860466899085154,0.022059414427687447,0.01355364126670099,0.02263980639018577,0.015399343544857766,0.016887370818006658,0.2770450182450572
Brandon Moreno,0.02299490599737927,0.04814271282327587,0.05864279953917051,0.016684746632428207,0.013398437499999999,0.03450808368848316,0.02788135195949747,0.017667872381142338,0.016830363965499803,0.010187021334792122,0.010070546505517605,0.2770088423271863
Gokhan Saki,0.1214889968897585,0.061982758620689665,0.013824884792626727,0.0020471993176002273,0.0,0.022127030281852728,0.02762047627976749,0.01049712811749517,0.012487560368535966,0.0025164113785557983,0.0024154843229987743,0.27700793036988103
Kelvin Gastelum,0.058524887083977344,0.04897521578032395,0.030835467969950077,0.002652846701438252,0.01630528767903646,0.03591721035713704,0.03601454415241773,0.017837105644694498,0.01875837611069775,0.00581281287751869,0.00521689823557711,0.27685065259276886
Belal Muhammad,2.677354575492425e-05,0.0450244140625,0.03579445453739809,0.003483137706141598,0.0,0.052931348046191956,0.05117687268314847,0.028420781583710045,0.02990674229543136,0.018096963894967174,0.01165987282226444,0.27652136117750803
Max Griffin,0.042747616735794046,0.05232994342672414,0.03151927105152912,0.010494223875268178,0.01689453125,0.03372380905919946,0.03799765184187648,0.016396610147064988,0.01895571213983447,0.007047412721304953,0.008375053742893995,0.2764818359914898
Ronny Markes,0.0010047287250003918,0.07234051724137931,0.06581198156682026,0.007813477395507534,0.0,0.01872258378520039,0.0269454340896306,0.017440318481123204,0.026717781264820828,0.018140043763676145,0.02146715712033631,0.276404023433495
Dustin Ortiz,0.01168474032589908,0.051839834128694584,0.0365007393330316,0.0017634253841037409,0.03336181640625,0.028758936594055946,0.030067096129892047,0.01968121516997763,0.026276902737021296,0.020007511197346825,0.01618736589157471,0.2761295832978475
Justin Scoggins,0.006690411600313847,0.07180630387931035,0.07873259088581669,0.007981946073436956,0.0,0.02297079278316136,0.03005500343771486,0.01194063129005759,0.015993138800337602,0.012235974349623145,0.017643389579805765,0.27605018267957815
Tecia Torres,0.01858798298072282,0.05499708585460877,0.04027684110244595,0.001976116007961331,0.0,0.04453095863334475,0.049419592630789426,0.023152542854317195,0.027360284676940475,0.011431435811521628,0.0041844923501354134,0.27591733290278775
Zhang Weili,0.012135555839181994,0.060120689655172414,0.03986543778801843,0.00881163145081035,0.0075,0.04351214581214394,0.045430339396212265,0.021049914962090077,0.022802104566806647,0.008260393873085338,0.0063758977053774745,0.275864111048899
Neil Seery,0.031441067231532706,0.044740609605911336,0.030892034233048062,0.028634491208517812,0.018750000000000003,0.0370705108719972,0.034431169805255686,0.019075233425886105,0.020152853845438714,0.00600382932166302,0.004589245051672797,0.27578104460092345
Cyrille Diabate,0.05510888167888574,0.08634967672413793,0.042713133640553,0.002486228997103355,0.01787109375,0.015653995669564023,0.02769079317457341,0.007924091199452308,0.013650266801843398,0.0022112623085339166,0.003848528638991066,0.27550795258363814
Ricardo Abreu,0.1214889968897585,0.04025862068965518,0.013824884792626727,0.013875462041512654,0.0,0.029115630128353123,0.024470279392462033,0.014378414656169226,0.01303859927059095,0.0025164113785557983,0.0024154843229987743,0.27538278356268303
Devin Clark,0.03243566698033636,0.06901979452390282,0.05461251047339756,0.004529622353762246,0.0,0.019630463601704267,0.026720260215127085,0.015970042299652477,0.025283919076336692,0.014114795728068428,0.01247521855443558,0.2747922938067235
Teruto Ishihara,0.11301510308275818,0.05507543103448276,0.008271377368151563,0.00021964866086942783,0.0,0.029963899167261183,0.033154415900993814,0.013174796554399857,0.013954486195686256,0.005614438973984926,0.002114400264689282,0.2745579972032773
Chris Weidman,0.022250210977850116,0.05160631969057281,0.07585060787640409,0.014364711662771895,0.0,0.024894308761372073,0.02497941079203192,0.013425537042912813,0.014893546082421933,0.014833778364653136,0.01711660556522596,0.27421503681621684
Don Madge,0.1196152779177499,0.06741379310344829,0.013824884792626727,0.013413781498791586,0.0,0.014539407591366583,0.018704294018376148,0.009009301611003448,0.012754828586004041,0.0025164113785557983,0.002207041513399895,0.27399902201132237
Cody Garbrandt,0.126994067127807,0.038699622844827586,0.0187275633640553,0.00018062380046914985,0.0,0.030888051366208875,0.026244023063941496,0.012769904396365609,0.009710912651006542,0.005339339442013129,0.004155981783149413,0.27371008983984413
John Maguire,0.0010047287250003918,0.07121551724137931,0.06358709677419354,0.02733011088996304,0.018750000000000003,0.01361092218318867,0.0165272829551847,0.010229750600386514,0.014787789035330345,0.01584245076586433,0.02029987738658259,0.27318552655707334
John Allan,0.0008121308878993688,0.04801724137931035,0.0551889400921659,0.037070306946616435,0.0,0.033907812880239106,0.03400525032814551,0.017720633620027442,0.018816256508608905,0.011706783369803062,0.01554738132772815,0.2727927373405442
Loma Lookboonmee,0.0017518936738482118,0.06456896551724138,0.03952073732718894,0.001307932897355701,0.0,0.04312610886824201,0.05754734670916933,0.02073222447133194,0.026903661227788336,0.011196207148067103,0.005959012086179716,0.2726140899264127
Chris Wilson,0.06717482629910493,0.05587284482758621,0.034663594470046084,0.02584251770418681,0.00625,0.020280043179563337,0.024231201950121885,0.012146674896431642,0.016497301129127503,0.004431072210065645,0.0051252408477842,0.27251531751401825
Frankie Saenz,0.020117642280250078,0.052289938038793095,0.03320155529953917,0.0025277946847455214,0.00990234375,0.04034013265860066,0.04404122913932121,0.020130063529113694,0.022754606161447224,0.014955723468271332,0.012165396741986337,0.2724264257520683
Abdul Razak Alhassan,0.14387975995621266,0.05734836822660099,0.010411454904542462,0.0003311482620130793,0.006919642857142858,0.016409571172738755,0.018575714553588172,0.006997809460404911,0.007237879578524941,0.0024343544857768048,0.001790155894202137,0.27233585935174776
Siyar Bahadurzada,0.07970484571240949,0.0592217807112069,0.039393433179723505,0.0056281112831425935,0.005859375,0.021181697356187718,0.023380367522970187,0.01256681068755374,0.01620312671527002,0.0036652078774617063,0.005359739008582939,0.2721644950545088
Brett Johns,0.0006845151754941832,0.052173645320197054,0.04781928900592495,0.011974491246598155,0.0035714285714285713,0.02722229006789817,0.03170689239506041,0.01991078816685066,0.02819119532904331,0.0212253829321663,0.02757750919600631,0.2720574274066681
Jason Knight,0.025665914250914974,0.0444598599137931,0.03361251920122888,0.03469821309394055,0.013194444444444446,0.03767354502967035,0.0311753859616226,0.018053358106483217,0.016210620589227367,0.009887855579868708,0.00729652011443919,0.2719282362856334
Brandon Thatch,0.0954833886773115,0.05999461206896553,0.061142857142857145,0.0004147729628708179,0.0,0.01538802328701306,0.015900993812113257,0.007246550641355648,0.007600318856364679,0.003314186725018235,0.005194721784317159,0.27168042595818703
Juan Adams,0.00034805609481401516,0.058685344827586194,0.0608294930875576,0.0007074594158729031,0.0,0.041071127722902015,0.05044534033377086,0.021159884747352507,0.027586959032984127,0.004048140043763675,0.006792783324575233,0.2716745886311791
Renan Barao,0.027909108293901027,0.041743889241866595,0.035775010350662446,0.006292205715098094,0.0,0.05137786150863462,0.042983905078913476,0.023982605205973756,0.02125091644615192,0.009728197855660316,0.010590278918155546,0.2716339786150178
Josh Emmett,0.09166766260083192,0.0380859375,0.017504736303123398,0.0028276163100653968,0.0,0.04095742431270102,0.034293549596849805,0.01782305645924245,0.013875083020563745,0.007303063457330415,0.006862264261108192,0.2712003938218163
Taila Santos,0.0005027476925091329,0.041810344827586214,0.08610752688172042,0.028599425558003978,0.0,0.03340862717691766,0.029551846990436906,0.0171815660452116,0.017163139802443945,0.006601021152443472,0.010266830151223216,0.27119307627849654
David Michaud,0.0017518936738482118,0.04362068965517242,0.052682027649769585,0.024964458345180556,0.0,0.037801461366146476,0.035045940371273204,0.02107722771921408,0.022372896922002884,0.015791393143690734,0.015964266946925907,0.2710722557932241
Jimmy Crute,0.021795279455224234,0.04960775862068966,0.061456221198156684,0.03856696047767984,0.045000000000000005,0.01096523795558495,0.01234202137633602,0.007439536833139718,0.009653943264518046,0.004890590809628008,0.008627080049045366,0.2703446300400026
Arjan Bhullar,0.05232443292037362,0.05577586206896551,0.08417511520737327,0.0007074594158729031,0.0,0.015987046130998807,0.018830864429026817,0.01277199328321802,0.01771417870449893,0.004814004376367614,0.00720966894377299,0.2703106254804685
Piotr Hallmann,0.0001933644971188973,0.05242995689655172,0.06379339477726573,0.011503769266538719,0.0,0.035617523914115094,0.037211700731295705,0.020106906084545566,0.023863619785070914,0.012440736688548502,0.012976586676008643,0.2701375593170595
Andre Fili,0.02869649990055136,0.037663923460861726,0.056760690152919784,0.002959595941365155,0.009368133544921876,0.04145230524347783,0.03570402479073399,0.01852769779736989,0.015845278507384136,0.011108393429144728,0.011933677140124147,0.27002021990885466
Jason DeLucia,0.0017518936738482118,0.0503448275862069,0.029493087557603687,0.060449246516917826,0.1,0.00532111160336368,0.0063941496343521455,0.004258319384959835,0.005841729860353254,0.003537563822027716,0.002623927132597653,0.27001585677223094
Drakkar Klose,0.00014916689777743505,0.060680418719211815,0.05629690585911784,0.0003311482620130793,0.0,0.035995478803772775,0.04462912860625218,0.02072478020482258,0.02773783873235633,0.012923960612691465,0.010514976353126641,0.26998380305114217
Justin Willis,0.03886626392089837,0.06613362068965517,0.04907834101382488,0.000531847544071652,0.0,0.027727893873119476,0.03782486405400337,0.014322351628388378,0.019945886257821635,0.006192560175054704,0.00921071991592223,0.2698343490727598
Kurt Holobaugh,0.015198449473545329,0.048890086206896555,0.04116589861751152,0.02140691918271965,0.0,0.037252357092492874,0.038294580911306955,0.024868669662085494,0.03215598992919007,0.005388402625820569,0.0051252408477842,0.26974659454935324
Alexa Grasso,0.000584448441273493,0.05383014547413794,0.021536578341013825,0.00809994313335229,0.0107421875,0.05441966542078234,0.05362190605662853,0.029339224443480118,0.03257276691126193,0.0024087117067833697,0.0024545673497985638,0.26961014477851236
Raquel Pennington,2.677354575492425e-05,0.05632506190939987,0.0603152860244594,0.01808631513008246,0.0,0.03630516422009674,0.04028495470870776,0.01883996338072498,0.02226983929080675,0.01025467882090557,0.006811573241305902,0.2695196102722443
Alexander Gustafsson,0.068065143845941,0.04018515379868947,0.03401250180011521,0.007047524680543244,0.0,0.03663086400970182,0.033485076574753754,0.01760380756904782,0.017109806181689124,0.008016573782822755,0.007114164586617621,0.2692706168299218
Rolando Delgado,0.06115346718877347,0.05939655172413793,0.028448540706605227,0.048620983793005404,0.008333333333333333,0.011577572418325938,0.013894618413650854,0.008887112960711858,0.012821555953049762,0.010175054704595185,0.005959012086179716,0.26926780328236866
Kevin Lee,0.003487385577450231,0.047635134992928346,0.04887243258568549,0.018080506944212146,0.0029410867130055147,0.038406567749134965,0.03657727818121905,0.019522032526643814,0.020565709927694294,0.0175636899380752,0.01558717081855404,0.2692389959546031
Sergio Pettis,0.008469364973807701,0.042838540664447346,0.03628855846774193,0.01359375079334051,0.010685511997767858,0.05117688043700143,0.0457770833054298,0.02415108408414537,0.022682971616679055,0.00706191448987965,0.006465811930723419,0.26919147276096406
Yan Cabral,0.045555908861194344,0.05880172413793103,0.0516479262672811,0.021415979528006824,0.008749999999999999,0.012402892781150747,0.0153572098256141,0.009177490694345989,0.013575503450809373,0.016531728665207877,0.015964266946925907,0.2691806311584673
Kurt Pellegrino,0.024170562139862167,0.054956307246767234,0.07516600062403993,0.012737744978260355,0.01552734375,0.015612331862815446,0.017046426729795613,0.011740872125983688,0.016496105298176862,0.011235597305798685,0.014411802271267588,0.2691010943327676
Marvin Vettori,9.023676532215206e-05,0.057354525862068975,0.06395878136200717,0.01578531384268474,0.0,0.03668869323582573,0.03668276142258891,0.02014044806697855,0.022812882989775088,0.007441344517383904,0.008089760806523813,0.26904474887115903
Tony Ferguson,0.0263603143590581,0.04886752950734105,0.03344083158822165,0.01948429305674028,0.005543348524305556,0.04434032284315378,0.046043836907287174,0.019518697142365354,0.019646480830949442,0.00267203730038996,0.0029469727759896653,0.268864664835802
Nam Phan,0.000584448441273493,0.04074050377155173,0.017252304147465435,0.006251777082740973,0.0,0.07292463543844104,0.06730733170823176,0.03241359420610171,0.029476760580054547,0.0005897839168490153,0.00119088281660536,0.268732022109315
Ian McCall,0.0001933644971188973,0.045382543103448275,0.035042242703533025,0.0004147729628708179,0.0,0.0481262856631786,0.04589349334333396,0.02759096091490549,0.03214450995206392,0.020131291028446387,0.013671396041338239,0.26859086021023754
Mauricio Rua,0.07436182621856444,0.05632359114560214,0.029650293219973464,0.004289903452659727,0.0,0.024527450433411205,0.029531059436158552,0.013359796538675722,0.01748746022385136,0.00968567541064385,0.00911790709554087,0.2683349631750813
Karo Parisyan,0.0003150380029870194,0.04643981447902851,0.06936758075593762,0.019252025874324712,0.007688551682692307,0.02352146534523251,0.022877060825917006,0.014343757535283531,0.017242920124250882,0.019732710191886885,0.02754461789414824,0.2683255427116892
Randy Couture,0.005028928575063598,0.07736994760817495,0.07113935268419679,0.009618840919446182,0.0040363947550455725,0.017357951011959773,0.025706819975642132,0.011685658092001429,0.01934444106965535,0.012419281624947731,0.014377478989715673,0.26808509530584923
Neil Magny,0.009706878872116973,0.04990554285460506,0.05105598326945268,0.004894530139323287,0.006249872346719107,0.03469824740680609,0.03862599840133785,0.02002780560777287,0.02565311336934117,0.013337016188254936,0.013920742497522388,0.2680757309532524
Jorge Lopez,0.0008121308878993688,0.06663793103448278,0.07649769585253456,0.0015855187748791582,0.025,0.020928984593881234,0.028154884680292522,0.011941829218001625,0.016795780534407286,0.0071115973741794295,0.012212296374146085,0.26767864932470403
Gregor Gillespie,0.0325018096157278,0.05959282635467981,0.045888742593811725,0.008568688373309232,0.0035714285714285713,0.01851506515710533,0.021854490905681607,0.012666490057861204,0.017159859808979328,0.025287199124726475,0.02206866351375022,0.26767526407706127
Calvin Kattar,0.04825088751440218,0.04825026939655173,0.02691436251920123,0.00021964866086942783,0.0,0.0483890514708992,0.04681386336646041,0.021377757892173912,0.02011859613591942,0.0036013858497447116,0.0035850800879702613,0.2675209028941925
Andy Ogle,0.03918145371617767,0.052316810344827595,0.04256298003072197,0.0005686664771111744,0.0078125,0.025134624144364504,0.027461091318207387,0.01917791296394626,0.02807569514251076,0.017035922684172134,0.008182402055234425,0.26751005887727386
Alptekin Ozkilic,0.00034805609481401516,0.029978448275862074,0.07978801843317973,0.0007074594158729031,0.0,0.047909971858405974,0.033231764485280334,0.022658492605340544,0.016359541403613755,0.01457877461706783,0.02180066561569452,0.2673611928051317
Matthew Lopez,0.0001933644971188973,0.0578771551724138,0.08669508448540707,0.02333203199045114,0.023958333333333335,0.016411353978822044,0.01975435964747797,0.008502578090676558,0.011082578584628834,0.008100838803792849,0.011378525135750571,0.26728620371987305
Lance Benoist,0.015198449473545329,0.0624676724137931,0.033958525345622124,0.0007074594158729031,0.021875000000000002,0.02801742158104592,0.03407556722295143,0.021666608267679396,0.03213302997493778,0.009409190371991246,0.007626554562970749,0.26713547863040993
Rob Font,0.06337785071931566,0.05048561789772728,0.03369056346878927,0.010246401609390752,0.003409090909090909,0.03474869970633132,0.032988851575950766,0.014817570956607266,0.013165237768263744,0.005632630669385318,0.004342395977642956,0.26690491125849525
Curtis Blaydes,0.009129779102429167,0.05922580223184683,0.06535349831619992,9.957216733011087e-05,0.0,0.0224677455237682,0.027484507745676415,0.014223756687288766,0.01908465616613028,0.02264014107473489,0.027166314237304118,0.26687577325270867
Dan Ige,0.025669785317507684,0.05860721982758621,0.04861808755760369,0.0028686064512052564,0.0054687500000000005,0.03364782032642585,0.03542408900556284,0.01598962774089657,0.01680112191265348,0.016387065402382685,0.007325470504661257,0.26680764404648555
Yuki Kondo,0.08095399169374856,0.06405172413793102,0.008602150537634407,0.001307932897355701,0.05,0.01537138376356901,0.020195012188261766,0.00954836918581929,0.013495047944450306,0.00149525893508388,0.0015122321480702983,0.2665331034319242
Junie Browning,0.0026858498599079874,0.05344827586206896,0.07649769585253456,0.025703724765425075,0.025,0.02152800743786698,0.023570223138946186,0.010928382177347843,0.012120201100499307,0.005579868708971553,0.009085654230162901,0.26614788313373133
Jesse Bongfeldt,0.0026858498599079874,0.06586206896551726,0.034506912442396315,0.0020471993176002273,0.05,0.02512214450178147,0.033470841927620475,0.013429655724493346,0.01818162902310417,0.011706783369803062,0.009085654230162901,0.26609873936238715
Sean Strickland,0.027148375395493186,0.04185454269935344,0.04524381360407066,0.009838434486363852,0.0,0.049096122887040516,0.04095197356084756,0.021942669826501105,0.01804826397633403,0.005258514827224652,0.006674448604542535,0.26605715986777156
Elias Theodorou,5.273577194151746e-05,0.04912207337382445,0.042263117930456645,0.00014869436923255872,0.01278409090909091,0.04370865763859069,0.04475830165521709,0.02355934803207256,0.027066185525170795,0.01274788019693654,0.009713351327250434,0.26592443672978416
Dalcha Lungiambula,0.06115346718877347,0.06715517241379311,0.04996620583717358,0.001307932897355701,0.0,0.014639244732030874,0.02034502156384774,0.009950872975015117,0.014719578837905829,0.011706783369803062,0.014852571962398553,0.26579685177809703
Hector Lombard,0.06340712190523097,0.05369515254579741,0.047418286770353306,0.003895365368211544,0.0,0.02451515938583519,0.02669024235889743,0.01287167866990467,0.01565157958506101,0.008403494825857038,0.009201817670928944,0.2657498990860775
Junior Dos Santos,0.07711548885803876,0.060186525595777945,0.018586711696287693,0.0010502945321481996,0.0,0.03530632379729236,0.03960422787092409,0.0152175939575179,0.016055564285872948,0.0009157546795284404,0.001391030660880846,0.26542951593426917
Bobby Nash,0.06115346718877347,0.041810344827586214,0.03262672811059907,0.024964458345180556,0.0,0.02968137392545078,0.02634539658728671,0.015672176835727244,0.01582165664201581,0.010175054704595185,0.007070707070707072,0.26532136423792213
Marina Rodriguez,0.018756356220533038,0.05306034482758622,0.007949308755760368,0.003864682924011942,0.023958333333333335,0.049657121820031076,0.05470654415900994,0.023201153963988492,0.025826695873641805,0.0027397884755652802,0.0015122321480702983,0.26523256250153177
Nathaniel Wood,0.018756356220533038,0.046578663793103464,0.047485407066052226,0.018650011328902476,0.007291666666666668,0.03649941865664967,0.037455465966622914,0.019400727561536813,0.022267902964536675,0.004399161196207147,0.005959012086179716,0.26474379350699084
Julianna Pena,0.000584448441273493,0.0582580145474138,0.07840725806451614,0.011750071083309638,0.005859375,0.021096679791090783,0.02373546784174011,0.01796321402869457,0.025592223319995035,0.00939124042669584,0.011730272376948679,0.2643682649216781
Juan Espino,0.0026858498599079874,0.08913793103448275,0.07649769585253456,0.025703724765425075,0.0,0.013541036184723668,0.019519969998124883,0.009289616749907687,0.01322227890460928,0.005579868708971553,0.009085654230162901,0.2642636262888503
Cristiane Justino,0.05000903604056605,0.06857065886699508,0.03341013824884793,0.0004630569885048133,0.0,0.03159551339021079,0.04243122338003269,0.014205913032228158,0.0183922148535119,0.0021334792122538293,0.003040812751795411,0.2642520467649466
Carla Esparza,0.00035095939475854917,0.047946019665948275,0.046351706509216585,0.008044113117240072,0.014778645833333335,0.026359319069101862,0.025135506516032254,0.02131556858601677,0.02812044911583847,0.025089963416301972,0.020628174811700824,0.26412042603548896
Jesus Pinedo,0.0008121308878993688,0.04801724137931035,0.07649769585253456,0.0015855187748791582,0.0,0.036703252818839266,0.03625539096193512,0.017634382808056907,0.0175304990704806,0.010175054704595185,0.018882466281310212,0.2640936335398407
Alexis Davis,0.00035095939475854917,0.051543852707435334,0.03322244623655914,0.023433945834518057,0.026684570312500003,0.03320511800542033,0.03323996812300769,0.02337720725710738,0.029797332962147406,0.005332059741976659,0.003798046396041338,0.26398550697147183
Efrain Escudero,0.047928293910863236,0.05241972824622845,0.03997170818932412,0.015284688655103781,0.004158528645833334,0.025366505003296704,0.025408936691355705,0.015918687945460735,0.020023417957506385,0.007407023557166301,0.010019304314824546,0.26390682311696334
Stephen Thompson,0.07742752556079435,0.05246446083331929,0.014444172802059334,4.891489661821153e-05,0.003124809265136719,0.038941954757103256,0.03939952095699829,0.01715940320839544,0.0167904301251461,0.0019137793609819475,0.0021017005427285866,0.2638166723092815
TJ Brown,0.0008121308878993688,0.06818965517241381,0.07649769585253456,0.0015855187748791582,0.0,0.017734196092623906,0.023654603412713294,0.014701855201058732,0.021755130652902174,0.01323851203501094,0.025552636188474337,0.2637219342705103
Michihiro Omigawa,0.00014916689777743505,0.04544719827586207,0.053051349572086896,0.02747278683384784,0.036830357142857144,0.023674505962149244,0.022871072299161556,0.016833482411187657,0.021961770241172796,0.007809080962800874,0.007388334209143458,0.263489104808047
Aleksandar Rakic,0.05583814206801986,0.05562346059113302,0.017120803159973667,0.0028657759885657424,0.0,0.03434281756456209,0.03833275293991589,0.021350868688144405,0.028702156810952558,0.005388402625820569,0.003904361534419337,0.2634695419715072
Brian Melancon,0.060213704402824635,0.0596551724137931,0.07649769585253456,0.0015855187748791582,0.0,0.01673582468598099,0.020054378398649916,0.008578047551150774,0.010550672977784092,0.004048140043763675,0.005542126466981958,0.2634612815683429
Al Iaquinta,0.05805078438505182,0.050024735774899944,0.02342747335829493,0.005141278871247817,0.0,0.0421118755944544,0.03978281915499183,0.017809883597020803,0.015539773662000978,0.007610776805251639,0.0038652785076195477,0.26336467971083366
Rafael Dos Anjos,0.019745987313740564,0.051249191295676705,0.036168126373521736,0.014722489581019065,0.0046874999937911825,0.03570135266974605,0.03772752153354851,0.0181894139134679,0.020865222160386783,0.012726149623310104,0.011516055695931381,0.26329901015414
Rodney Wallace,0.0005027476925091329,0.04956896551724138,0.0549800307219662,0.028599425558003978,0.008333333333333333,0.015304825669792816,0.016651040690043126,0.009620244862461403,0.011591524237221292,0.031108679795769513,0.03694750977987972,0.2632083278582219
Dileno Lopes,0.0008121308878993688,0.04801724137931035,0.0608294930875576,0.037070306946616435,0.0,0.03011400153499604,0.02995499718732421,0.017030627124263162,0.01844889724057225,0.008643326039387307,0.012212296374146085,0.26313331780207283
Trevor Prangley,0.0012849155808183244,0.07449353448275862,0.06388479262672811,0.021637759454080183,0.0,0.014289814739705854,0.020870054378398648,0.012858244095188555,0.02109341759636544,0.013621444201312907,0.018986687686109654,0.2630206648414663
Josh Thomson,0.048948293656370954,0.06095058497536946,0.08091836734693877,0.0004630569885048133,0.0,0.015441507469511784,0.017924781013099033,0.00851027905603107,0.011026989528723363,0.008780087527352298,0.009681205114731126,0.2626451526766327
Rafael Natal,0.034031014054707584,0.051982573224855,0.03302734374999999,0.009771148983299604,0.0029354319852941176,0.02908749716569882,0.03131243802031055,0.016369035323809965,0.01993967330053183,0.019506062097508926,0.01457395771752934,0.26253617562354575
Thiago Alves,0.05685917001407447,0.0504337778396305,0.041379543377364686,0.005209214973146408,0.003703477647569445,0.033491868509723445,0.03186795090149747,0.01640720085290647,0.01657401882497462,0.0024200091689320262,0.00394345984990351,0.26228969195972307
Kevin Aguilar,0.04480642127239089,0.042586206896551716,0.023225806451612905,0.000531847544071652,0.0075,0.04987177167245929,0.0446652915807238,0.023163059855368175,0.021580635000584766,0.0022866520787746167,0.0017067787703625853,0.26192447112290035
Ariane Lipski,0.01807571319067452,0.04409913793103448,0.05142857142857143,0.006445978906027865,0.0075,0.046317569464810526,0.03429214325895368,0.025039015015727303,0.023674582828393714,0.0018271334792122535,0.003207566999474514,0.2619074125028803
John Howard,0.016721611668697116,0.06566767048953202,0.05625985563076036,0.01194355096673301,0.014256068638392858,0.015597433360937111,0.019309207662532482,0.012406191412499516,0.01896910932904966,0.014159942560175052,0.016538880495708532,0.2618295222150177
Trevor Smith,0.018292281427447685,0.0679302768049569,0.027754896313364055,0.013779263554698606,0.010384114583333333,0.025574076558447362,0.03694464302456404,0.01575087508636312,0.0242417714274371,0.012213121410010939,0.008793617168797806,0.2616589373594209
Justin Gaethje,0.038170151731270335,0.06631667564655173,0.002073732718894009,0.00026842973636977536,0.0,0.04695605917846513,0.06262422651415714,0.01973270334302757,0.024516065151740186,0.0005957672319474834,0.0003310562270099843,0.2615848674794333
Bobby Voelker,0.00034805609481401516,0.04142241379310344,0.04986175115207374,0.0007074594158729031,0.0,0.04741078615508451,0.043807425464091505,0.027402287263719946,0.029285995647653676,0.008451859956236324,0.012629181993343844,0.26132721693599387
Alex Perez,0.029352730662648614,0.05334826239224138,0.05939732142857143,0.020090010629176147,0.0,0.022378183088836334,0.026142063566472903,0.013190781405403078,0.017044752538330567,0.009750239332603938,0.010609892275354704,0.26130423731963914
Dong Hyun Kim,0.02607391522816101,0.06403081828150256,0.05723398078727039,0.010404836417065523,0.005554707845052084,0.015204161834055072,0.02028321121266368,0.013010031304711617,0.021227231391156388,0.013794292929454817,0.014102609841946685,0.2609197970730398
Mac Danzig,0.027423253079847817,0.05905573270681365,0.04486035537043601,0.012330288598237135,0.011485877403846155,0.022567927654551977,0.026320019400250978,0.017468068798706573,0.025900451047197445,0.007036460744192895,0.006386921123192799,0.2608353559272734
Matt Brown,0.03886479522354611,0.06623746942685937,0.04200708846717102,0.021832375698213932,0.007378398047553168,0.02053999824713195,0.026659295864770057,0.010896515913329928,0.014708579859644973,0.005587176848041421,0.005954833717977507,0.26066652731423945
Hyun Gyu Lim,0.08129595928870212,0.051564039408866995,0.01998025016458196,0.0034994329202039072,0.0,0.035892076050941905,0.03643620583429321,0.015174694473825768,0.014261985582993726,0.0007521881838074397,0.001343492730775968,0.260200324638993
